primaryTitle,startYear,numVotes,averageRating
The War,1994,14068,6.8
Braveheart,1995,1134887,8.3
All Things Fair,1995,8215,6.8
Richard III,1995,16066,7.3
Land and Freedom,1995,12562,7.5
The English Patient,1996,209528,7.4
"Pretty Village, Pretty Flame",1996,18506,8.6
Savior,1998,11894,7.2
Saving Private Ryan,1998,1580637,8.6
Tea with Mussolini,1999,14740,6.9
The Thin Red Line,1998,207740,7.6
Ride with the Devil,1999,14995,6.7
U-571,2000,90210,6.6
Earth,1998,8318,7.6
Tigerland,2000,44605,6.9
Train of Life,1998,9808,7.6
The Patriot,2000,305491,7.2
Butterfly,1999,10305,7.6
Beau Travail,1999,17039,7.3
Malena,2000,120431,7.4
Enemy at the Gates,2001,287237,7.5
To End All Wars,2001,12054,6.9
Devils on the Doorstep,2000,9083,8.2
The Grey Zone,2001,11846,7.0
A Time for Drunken Horses,2000,9341,7.7
Bloody Sunday,2002,26334,7.6
No Man's Land,2001,49848,7.9
The Cuckoo,2002,8146,7.7
A Peck on the Cheek,2002,9789,8.3
The Great Raid,2005,24484,6.6
Fahrenheit 9/11,2004,134007,7.5
Inglourious Basterds,2009,1697845,8.4
Saints and Soldiers,2003,21836,6.7
Tae Guk Gi: The Brotherhood of War,2004,41890,8.0
Brothers,2004,12207,7.5
Innocent Voices,2004,8466,7.8
Black Book,2006,82524,7.7
Jarhead,2005,217322,7.0
Shooting Dogs,2005,12213,7.6
Turtles Can Fly,2004,21694,8.0
Why We Fight,2005,10393,8.0
Danger Close,2019,15929,6.8
Days of Glory,2006,15422,7.0
California Dreamin',2007,8111,7.7
Pan's Labyrinth,2006,728209,8.2
The Wind that Shakes the Barley,2006,57220,7.5
Rescue Dawn,2006,114008,7.3
The Road to Guantanamo,2006,11614,7.4
Brothers,2009,162571,7.1
Grace Is Gone,2007,9874,6.7
The Last Full Measure,2019,14971,6.8
The Messenger,2009,37786,7.1
Winter in Wartime,2008,13864,7.0
Religulous,2008,60777,7.6
The Book Thief,2013,145615,7.5
Female Agents,2008,8202,6.7
Katyn,2007,17914,7.0
The Hurt Locker,2008,486334,7.5
The Children of Huang Shi,2008,10120,7.0
No End in Sight,2007,8768,8.2
The Boy in the Striped Pajamas,2008,263722,7.7
Tropic Thunder,2008,472784,7.1
All Quiet on the Western Front,2022,277882,7.8
Beanpole,2019,12776,7.2
The Greatest Beer Run Ever,2022,34119,6.8
The Forgotten Battle,2020,39470,7.1
Dara of Jasenovac,2020,82179,8.1
Sam Bahadur,2023,20226,7.7
City of Life and Death,2009,12144,7.7
White Material,2009,8758,6.9
Incendies,2010,231640,8.3
The Guernsey Literary and Potato Peel Pie Society,2018,56036,7.3
Fortress of War,2010,10914,7.4
Beasts of No Nation,2015,89498,7.7
The Round Up,2010,9695,7.1
Twice Born,2012,17779,7.3
The Great Escaper,2023,8542,7.0
In Darkness,2011,11391,7.3
Beneath Hill 60,2010,9063,7.0
Lebanon,2009,12184,6.9
Sisu,2022,98410,6.9
War Horse,2011,170037,7.2
My Way,2011,13159,7.6
Armadillo,2010,10589,7.4
Sarah's Key,2010,18345,7.5
13 Minutes,2015,10386,7.0
Little Boy,2015,24649,7.3
Operation Mincemeat,2021,41229,6.6
Lore,2012,16316,7.1
"1,000 Times Good Night",2013,8343,7.0
A Private War,2018,21979,6.7
Nr. 24,2024,16471,7.5
Mudbound,2017,56305,7.4
20 Days in Mariupol,2023,26141,8.5
The Six Triple Eight,2024,28144,6.7
Jojo Rabbit,2019,470627,7.9
Fury,2014,583577,7.6
Thank You for Your Service,2017,16499,6.6
Macbeth,2015,60894,6.6
Far from Men,2014,9282,7.2
Tangerines,2013,50741,8.1
Camp X-Ray,2014,43829,6.9
The Water Diviner,2014,79689,7.0
Warfare,2025,63000,7.2
Timbuktu,2014,18736,7.1
Virunga,2014,12557,8.1
The Admiral: Roaring Currents,2014,13743,7.1
A Perfect Day,2015,24165,6.8
Journey's End,2017,11946,6.7
Son of Saul,2015,53510,7.4
Land of Mine,2015,47989,7.8
The Breadwinner,2017,29778,7.7
The Unknown Soldier,2017,13997,7.7
Ali and Nino,2016,11565,6.8
The Resistance Banker,2018,11224,6.9
Riphagen,2016,9114,7.1
The Ministry of Ungentlemanly Warfare,2024,140480,6.8
The Mountain II,2016,111792,8.2
Padmaavat,2018,39152,7.1
The Balkan Line,2019,10868,6.6
Last Flag Flying,2017,29857,6.9
Greyhound,2020,125548,7.0
Summerland,2020,10203,7.0
The Zone of Interest,2023,136896,7.3
They Shall Not Grow Old,2018,39855,8.2
1917,2019,734906,8.2
"Quo Vadis, Aida?",2020,40734,8.0
T-34,2018,15734,6.8
The Shadow in My Eye,2021,18140,7.3
For Sama,2019,13475,8.5
Narvik: Hitler's First Defeat,2022,19630,6.6
Persian Lessons,2020,14298,7.4
