averageRating,numVotes,primaryTitle,startYear,genres
7.4,2871,The Patsy,1928,"Comedy,Drama,Romance"
7.0,2435,Storm Over Asia,1928,"Drama,War"
6.6,1766,The Racket,1928,"Crime,Drama,Film-Noir"
7.2,2940,Sadie Thompson,1928,Drama
7.6,4148,Show People,1928,"Comedy,Romance"
7.6,4625,Speedy,1928,"Action,Comedy,Family"
7.5,4194,Spies,1928,"Romance,Thriller"
7.8,17025,"Steamboat Bill, Jr.",1928,"Action,Comedy,Drama"
7.3,2721,Street Angel,1928,Drama
7.3,1993,The Wedding March,1928,Drama
7.2,2066,West of Zanzibar,1928,"Drama,Horror,Mystery"
8.0,7571,The Wind,1928,"Drama,Romance,Thriller"
7.1,1820,A Woman of Affairs,1928,Drama
7.1,1559,Applause,1929,"Drama,Musical,Romance"
7.2,2460,Arsenal,1929,"Drama,War"
7.4,1778,Asphalt,1929,"Crime,Drama,Romance"
6.9,12982,Blackmail,1929,"Crime,Drama,Mystery"
8.3,29413,Man with a Movie Camera,1929,Documentary
6.8,8555,The Cocoanuts,1929,"Comedy,Musical,Romance"
7.3,4091,Woman in the Moon,1929,"Adventure,Comedy,Drama"
6.7,2139,Hallelujah,1929,"Drama,Musical"
7.0,2772,The Love Parade,1929,"Comedy,Musical,Romance"
7.6,1636,Lucky Star,1929,"Drama,Romance"
7.3,3786,People on Sunday,1930,"Comedy,Drama,Romance"
7.1,1995,Piccadilly,1929,"Crime,Drama"
7.1,3434,Queen Kelly,1929,Drama
6.9,2677,Spite Marriage,1929,Comedy
7.2,1804,The General Line,1929,Drama
7.8,5035,Diary of a Lost Girl,1929,Drama
8.1,70366,All Quiet on the Western Front,1930,"Drama,War"
7.4,15746,Animal Crackers,1930,"Comedy,Family,Musical"
7.1,2797,The Big House,1930,"Crime,Drama,Thriller"
7.2,4878,The Big Trail,1930,"Adventure,Drama,Romance"
7.6,17119,The Blue Angel,1930,"Drama,Music,Romance"
7.7,3943,City Girl,1930,"Drama,Romance"
7.1,2169,The Dawn Patrol,1930,"Action,Drama,War"
6.7,3865,The Divorcee,1930,"Drama,Romance"
7.3,6335,Hell's Angels,1930,"Drama,War"
6.7,1775,King of Jazz,1930,"Animation,Comedy,Musical"
6.6,1781,Ladies of Leisure,1930,"Drama,Romance"
7.2,15188,Little Caesar,1931,"Action,Crime,Drama"
6.7,1976,Min and Bill,1930,"Comedy,Drama"
6.6,1552,Monte Carlo,1930,"Comedy,Musical,Romance"
7.0,8020,Morocco,1930,"Drama,Romance"
7.6,1687,The Story of the Fox,1937,"Adventure,Animation,Comedy"
7.2,7757,The Blood of a Poet,1932,Fantasy
7.0,2601,Under the Roofs of Paris,1930,"Comedy,Drama,Musical"
7.3,2645,Westfront 1918,1930,"Drama,Romance,War"
7.2,6748,Earth,1930,Drama
7.2,15350,L'Age d'Or,1930,"Comedy,Drama"
6.6,1791,The Black Camel,1931,"Crime,Mystery,Thriller"
7.1,2481,Blonde Crazy,1931,"Comedy,Crime,Drama"
7.2,3841,The Champ,1931,"Drama,Family,Sport"
7.5,5153,The Bitch,1931,"Crime,Drama,Romance"
8.5,208388,City Lights,1931,"Comedy,Drama,Romance"
7.0,2018,City Streets,1931,"Crime,Drama,Film-Noir"
6.9,1539,The Criminal Code,1931,"Crime,Drama,Romance"
7.2,3416,Dishonored,1931,"Drama,Romance,War"
7.3,62429,Dracula,1931,"Drama,Fantasy,Horror"
7.0,5442,Drácula,1931,"Drama,Fantasy,Horror"
7.2,2653,The Threepenny Opera,1931,"Comedy,Crime,Drama"
7.3,2711,Five Star Final,1931,"Crime,Drama"
7.8,84056,Frankenstein,1931,"Drama,Horror,Sci-Fi"
6.6,3109,A Free Soul,1931,"Crime,Drama,Romance"
6.7,3705,The Front Page,1931,"Comedy,Crime,Drama"
7.7,1828,"Hyppolit, the Butler",1931,Comedy
7.5,1931,Comradeship,1931,"Drama,Thriller"
7.1,4269,The Smiling Lieutenant,1931,"Comedy,Musical,Romance"
7.0,3106,Limit,1931,"Drama,Romance"
8.3,178208,M,1931,"Crime,Mystery,Thriller"
6.8,3490,The Maltese Falcon,1931,"Crime,Drama,Film-Noir"
7.8,2748,Marius,1931,"Comedy,Drama,Romance"
7.3,3981,Le Million,1931,"Comedy,Musical"
7.2,2618,The Miracle Woman,1931,"Drama,Romance"
7.4,14699,Monkey Business,1931,"Comedy,Family,Musical"
7.5,4111,Mädchen in Uniform,1931,"Drama,Romance"
7.0,4877,Night Nurse,1931,"Comedy,Crime,Drama"
6.8,3000,Pardon Us,1931,"Comedy,Crime,Drama"
6.7,3852,Platinum Blonde,1931,"Comedy,Romance"
6.9,2451,Possessed,1931,"Drama,Romance"
7.6,24055,The Public Enemy,1931,"Crime,Drama"
6.9,2252,Safe in Hell,1931,"Crime,Drama,Romance"
6.8,2344,Smart Money,1931,"Crime,Drama"
7.6,2287,Street Scene,1931,"Drama,Romance"
6.8,2742,Svengali,1931,"Drama,Horror,Romance"
7.4,6712,Tabu: A Story of the South Seas,1931,"Adventure,Drama,Romance"
7.1,1652,Tokyo Chorus,1931,"Comedy,Drama"
7.4,3355,Waterloo Bridge,1931,"Drama,Romance,War"
7.4,5151,À Nous la Liberté,1931,"Comedy,Musical"
7.4,2491,American Madness,1932,"Drama,Mystery"
6.7,1577,The Beast of the City,1932,"Crime,Drama,Film-Noir"
7.1,6092,Blonde Venus,1932,Drama
7.2,6510,Boudu Saved from Drowning,1932,Comedy
7.5,1681,Broken Lullaby,1932,Drama
6.6,1968,The Cabin in the Cotton,1932,Drama
7.7,1832,Wooden Crosses,1932,"Drama,War"
7.0,1929,Downstairs,1932,"Drama,Romance"
7.6,16927,Dr. Jekyll and Mr. Hyde,1931,"Horror,Sci-Fi"
6.6,2966,Ecstasy,1933,"Drama,Romance"
7.8,2046,Fanny,1932,"Comedy,Drama"
6.9,2249,Forbidden,1932,"Drama,Romance"
7.8,53023,Freaks,1932,"Drama,Horror"
7.3,21766,Grand Hotel,1932,"Drama,Romance"
7.5,13837,Horse Feathers,1932,"Comedy,Family,Musical"
8.2,15160,I Am a Fugitive from a Chain Gang,1932,"Crime,Drama,Film-Noir"
6.9,2464,If I Had a Million,1932,"Comedy,Drama"
7.2,2871,Jewel Robbery,1932,"Comedy,Crime,Romance"
7.5,4921,Love Me Tonight,1932,"Comedy,Musical,Romance"
6.6,1515,Me and My Gal,1932,"Comedy,Drama,Romance"
6.9,2209,Merrily We Go to Hell,1932,"Comedy,Drama,Romance"
6.8,1510,Million Dollar Legs,1932,"Comedy,Sport"
7.1,14853,The Most Dangerous Game,1932,"Action,Adventure,Horror"
7.1,1771,Movie Crazy,1932,"Comedy,Family,Romance"
7.0,32051,The Mummy,1932,"Fantasy,Horror"
6.6,1772,No Man of Her Own,1932,"Comedy,Drama,Romance"
7.0,14123,The Old Dark House,1932,"Adventure,Comedy,Drama"
7.0,3097,One Hour with You,1932,"Comedy,Musical,Romance"
7.5,4735,One Way Passage,1932,"Comedy,Drama,Romance"
7.2,2835,Pack Up Your Troubles,1932,"Comedy,War"
6.9,1570,Penguin Pool Murder,1932,"Comedy,Drama,Mystery"
6.9,3278,Rain,1932,Drama
7.2,5169,Red Dust,1932,"Comedy,Drama,Romance"
7.0,3829,Red-Headed Woman,1932,"Comedy,Drama,Romance"
7.7,32127,Scarface,1932,"Action,Crime,Drama"
7.3,11309,Shanghai Express,1932,"Adventure,Drama,Film-Noir"
6.8,2892,The Sign of the Cross,1932,"Drama,History"
6.9,1698,Smilin' Through,1932,"Drama,Romance"
6.8,1910,So Big!,1932,"Drama,Romance"
6.9,8624,Tarzan the Ape Man,1932,"Action,Adventure,Romance"
6.6,1678,Taxi,1931,"Crime,Drama,Romance"
7.9,14199,The Testament of Dr. Mabuse,1933,"Crime,Mystery,Thriller"
7.1,4645,Three on a Match,1932,"Crime,Drama,Romance"
7.9,16948,Trouble in Paradise,1932,"Comedy,Crime,Romance"
7.8,6550,"I Was Born, But...",1932,"Comedy,Drama"
7.4,21873,Vampyr,1932,"Fantasy,Horror"
7.0,2846,What Price Hollywood?,1932,"Drama,Romance"
6.8,3105,"20,000 Years in Sing Sing",1932,"Crime,Drama,Film-Noir"
7.5,8750,Baby Face,1933,"Drama,Romance"
6.9,4643,The Bitter Tea of General Yen,1932,"Drama,Romance,War"
7.1,3342,Bombshell,1933,"Comedy,Drama,Mystery"
7.7,1586,A Song of Lisbon,1933,"Comedy,Musical"
7.5,1606,Counsellor at Law,1933,"Comedy,Drama"
6.8,2800,Dancing Lady,1933,"Comedy,Musical,Romance"
7.2,1549,Passing Fancy,1933,Drama
7.4,8279,Design for Living,1933,"Comedy,Mystery,Romance"
7.1,2174,The Devil's Brother,1933,"Comedy,Musical"
7.5,9511,Dinner at Eight,1933,Drama
7.7,64369,Duck Soup,1933,"Comedy,Musical"
7.2,1761,Employees' Entrance,1933,"Drama,Romance"
6.7,2021,Female,1933,"Comedy,Drama,Romance"
6.6,4208,Flying Down to Rio,1933,"Comedy,Musical,Romance"
7.5,6417,Footlight Parade,1933,"Comedy,Musical,Romance"
7.3,13505,42nd Street,1933,"Comedy,Drama,Musical"
7.7,9564,Gold Diggers of 1933,1933,"Comedy,Drama,Musical"
7.3,2605,Heroes for Sale,1933,"Drama,Romance,War"
6.9,1991,Hold Your Man,1933,"Crime,Drama,Romance"
6.9,4219,I'm No Angel,1933,"Comedy,Music,Romance"
6.9,1521,International House,1933,Comedy
7.6,42328,The Invisible Man,1933,"Horror,Sci-Fi"
7.3,11790,Island of Lost Souls,1932,"Film-Noir,Horror,Sci-Fi"
6.8,4377,The Kennel Murder Case,1933,"Crime,Drama,Mystery"
7.9,94031,King Kong,1933,"Adventure,Horror"
6.6,2053,Ladies They Talk About,1933,Drama
7.0,2075,Lady Killer,1933,"Comedy,Crime,Drama"
7.4,5012,Lady for a Day,1933,"Comedy,Drama"
7.5,1614,Playing at Love,1933,"Drama,Romance"
7.2,8308,Little Women,1933,"Drama,Family,Romance"
7.1,2098,Man's Castle,1933,"Drama,Romance"
6.9,1980,The Mayor of Hell,1933,"Crime,Drama,Romance"
7.0,1831,Midnight Mary,1933,"Crime,Drama,Romance"
6.8,7243,Mystery of the Wax Museum,1933,"Horror,Mystery,Thriller"
7.0,1879,Picture Snatcher,1933,"Crime,Drama"
7.0,5191,The Private Life of Henry VIII,1933,"Biography,Drama,History"
7.5,9021,Queen Christina,1933,"Biography,Drama,History"
7.5,10077,Sons of the Desert,1933,"Comedy,Family"
7.1,2045,The Story of Temple Drake,1933,"Crime,Drama"
7.5,2505,Wild Boys of the Road,1933,"Adventure,Drama"
7.2,9744,Zero for Conduct,1933,Drama
7.0,1527,Anne of Green Gables,1934,"Comedy,Drama,Family"
7.7,18227,L'Atalante,1934,"Comedy,Drama,Romance"
7.1,7940,March of the Wooden Soldiers,1934,"Comedy,Family,Fantasy"
6.9,2303,The Barretts of Wimpole Street,1934,"Biography,Drama,Romance"
6.9,13813,The Black Cat,1934,"Crime,Horror,Romance"
7.2,2605,Bright Eyes,1934,"Comedy,Drama,Family"
7.0,1536,Chapayev,1934,"Biography,Drama,History"
6.9,2256,Charlie Chan in London,1934,"Crime,Drama,Mystery"
6.8,4980,Cleopatra,1934,"Biography,Drama,History"
7.4,3579,The Count of Monte Cristo,1934,"Action,Adventure,Crime"
7.0,2562,Dames,1934,"Comedy,Music,Musical"
6.9,2554,Death Takes a Holiday,1934,"Drama,Fantasy,Romance"
6.9,1928,Evelyn Prentice,1934,"Drama,Mystery,Romance"
6.6,2109,Fashions of 1934,1934,"Comedy,Drama,Musical"
7.3,9102,The Gay Divorcee,1934,"Comedy,Musical,Romance"
6.6,1517,The Girl from Missouri,1934,"Comedy,Drama,Romance"
7.5,6020,Imitation of Life,1934,"Comedy,Drama,Romance"
8.1,117258,It Happened One Night,1934,"Comedy,Romance"
7.1,5956,It's a Gift,1934,Comedy
6.6,2117,Jimmy the Gent,1934,"Comedy,Crime,Drama"
6.9,1507,Little Miss Marker,1934,"Adventure,Comedy,Drama"
6.8,3831,The Lost Patrol,1934,"Action,Adventure,Drama"
6.7,22633,The Man Who Knew Too Much,1934,"Crime,Drama,Mystery"
7.1,2417,Man of Aran,1934,"Documentary,Drama"
7.1,5065,Manhattan Melodrama,1934,"Crime,Drama,Romance"
7.2,3460,The Merry Widow,1934,"Comedy,Musical,Romance"
8.3,2105,Les Misérables,1934,Drama
7.0,8841,Of Human Bondage,1934,"Drama,Film-Noir,Romance"
7.0,2294,Our Daily Bread,1934,"Drama,Romance"
6.8,1795,Sadie McKee,1934,"Drama,Romance"
7.5,7640,The Scarlet Empress,1934,"Drama,History,Romance"
7.3,4998,The Scarlet Pimpernel,1934,"Adventure,Drama"
7.2,5832,Tarzan and His Mate,1934,"Action,Adventure,Romance"
7.9,33998,The Thin Man,1934,"Comedy,Crime,Mystery"
7.2,2211,Toni,1935,"Crime,Drama,Romance"
7.1,3387,Treasure Island,1934,"Adventure,Drama,Family"
7.1,19253,Triumph of the Will,1935,"Documentary,History"
7.2,7587,Twentieth Century,1934,"Comedy,Romance"
7.6,3680,A Story of Floating Weeds,1934,Drama
7.6,64330,The 39 Steps,1935,"Crime,Mystery,Thriller"
6.8,4786,Alice Adams,1935,"Comedy,Drama,Romance"
7.0,6007,Anna Karenina,1935,"Drama,Romance"
6.6,2032,Annie Oakley,1935,"Biography,Drama,Western"
6.7,2199,Barbary Coast,1935,"Adventure,Drama,Romance"
6.9,2578,The Black Room,1935,Horror
6.7,2200,Bonnie Scotland,1935,Comedy
6.6,2077,Bordertown,1935,"Crime,Drama,Film-Noir"
7.8,56125,Bride of Frankenstein,1935,"Drama,Horror,Sci-Fi"
6.7,2183,Broadway Melody of 1936,1935,"Comedy,Musical,Romance"
6.8,2752,Call of the Wild,1935,"Adventure,Drama,Family"
7.7,16794,Captain Blood,1935,"Action,Adventure,History"
6.6,2250,Charlie Chan in Egypt,1935,"Crime,Drama,Mystery"
7.0,1837,Charlie Chan in Paris,1935,Mystery
6.9,1681,Charlie Chan in Shanghai,1935,"Crime,Drama,Mystery"
6.9,3153,China Seas,1935,"Action,Adventure,Drama"
6.9,2400,Crime and Punishment,1935,"Crime,Drama"
6.8,2200,Curly Top,1935,"Family,Musical,Romance"
6.8,3927,Dangerous,1935,"Drama,Romance"
7.3,4949,David Copperfield,1935,"Adventure,Drama,Family"
6.9,4147,The Devil Is a Woman,1935,"Comedy,Drama,Romance"
7.1,4538,'G' Men,1935,"Crime,Drama,Film-Noir"
6.7,2293,The Ghost Goes West,1935,"Comedy,Fantasy,Horror"
6.8,3079,Gold Diggers of 1935,1935,"Comedy,Musical,Romance"
7.5,1725,The Good Fairy,1935,"Comedy,Romance"
6.9,2230,Hands Across the Table,1935,"Comedy,Romance"
7.3,7616,The Informer,1935,"Crime,Drama"
6.7,1764,The Littlest Rebel,1935,"Comedy,Drama,Family"
7.0,3434,The Lives of a Bengal Lancer,1935,"Adventure,Drama,War"
7.2,6214,Mad Love,1935,"Horror,Romance,Sci-Fi"
6.8,4093,A Midsummer Night's Dream,1935,"Comedy,Fantasy,Romance"
7.6,4107,Les Misérables,1935,"Drama,History,Romance"
7.6,25934,Mutiny on the Bounty,1935,"Adventure,Biography,Drama"
7.8,35769,A Night at the Opera,1935,"Comedy,Music,Musical"
6.9,2801,Peter Ibbetson,1935,"Drama,Fantasy,Romance"
6.8,6994,The Raven,1935,"Crime,Horror"
7.0,3803,Roberta,1935,"Comedy,Musical,Romance"
7.6,4734,Ruggles of Red Gap,1935,"Comedy,Mystery,Romance"
6.7,1870,Star of Midnight,1935,"Comedy,Mystery,Romance"
7.8,6656,A Tale of Two Cities,1935,"Drama,History,Romance"
7.4,1768,An Inn in Tokyo,1935,Drama
7.7,21578,Top Hat,1935,"Comedy,Musical,Romance"
7.2,3589,The Whole Town's Talking,1935,"Comedy,Crime,Drama"
7.6,12703,After the Thin Man,1936,"Comedy,Crime,Mystery"
7.5,3822,The Lower Depths,1936,"Crime,Drama,Romance"
7.5,1527,They Were Five,1936,Drama
7.0,4114,Black Legion,1937,"Crime,Drama,Film-Noir"
6.6,2364,The Bohemian Girl,1936,"Comedy,Musical"
6.7,2067,Born to Dance,1936,"Comedy,Musical,Romance"
7.0,3657,Bullets or Ballots,1936,"Crime,Drama,Film-Noir"
7.0,1574,Captain January,1936,"Comedy,Family,Musical"
7.0,5682,The Charge of the Light Brigade,1936,"Action,Adventure,Romance"
6.8,1882,Charlie Chan at the Circus,1936,Mystery
7.1,2372,Charlie Chan at the Opera,1936,Mystery
7.0,1672,Charlie Chan at the Race Track,1936,Mystery
6.9,1870,Charlie Chan's Secret,1935,Mystery
6.9,2554,Come and Get It,1936,"Drama,Romance"
7.3,3917,The Crime of Monsieur Lange,1936,"Comedy,Crime,Drama"
7.6,1750,César,1936,Drama
7.1,3215,Desire,1936,"Comedy,Crime,Romance"
7.0,5302,The Devil-Doll,1936,"Drama,Horror,Sci-Fi"
7.7,10735,Dodsworth,1936,"Drama,Romance"
7.4,2058,"Bizarre, Bizarre",1937,Comedy
6.9,2365,The Ex-Mrs. Bradford,1936,"Comedy,Mystery"
6.9,2819,Flash Gordon,1936,"Action,Adventure,Family"
7.1,4922,Follow the Fleet,1936,"Comedy,Musical,Romance"
7.8,14379,Fury,1936,"Crime,Drama,Film-Noir"
7.4,3159,Sisters of the Gion,1936,Drama
6.6,9458,The Great Ziegfeld,1936,"Drama,Musical"
7.7,4323,The Only Son,1936,Drama
6.6,1811,The Last of the Mohicans,1936,"Adventure,Drama,Western"
7.8,9402,Libeled Lady,1936,"Comedy,Romance"
7.3,2702,Little Lord Fauntleroy,1936,"Drama,Family"
8.5,275014,Modern Times,1936,"Comedy,Drama,Romance"
7.8,24311,Mr. Deeds Goes to Town,1936,"Comedy,Drama,Romance"
7.9,27731,My Man Godfrey,1936,"Comedy,Drama,Romance"
7.2,2725,Osaka Elegy,1936,"Comedy,Drama"
7.3,3660,Our Relations,1936,"Comedy,Family"
7.5,15617,The Petrified Forest,1936,"Drama,Thriller"
6.8,2546,The Plainsman,1936,"Drama,Western"
7.0,1654,Poor Little Rich Girl,1936,"Adventure,Comedy,Family"
7.2,2738,The Prisoner of Shark Island,1936,"Biography,Drama,History"
7.0,2060,Rembrandt,1936,"Biography,Drama"
7.5,2673,The Story of a Cheat,1936,Comedy
7.0,19935,Sabotage,1936,"Crime,Thriller"
7.1,6418,San Francisco,1936,"Drama,Music,Romance"
7.4,3896,Show Boat,1936,"Comedy,Drama,Musical"
7.3,3390,The Story of Louis Pasteur,1936,"Biography,Drama,History"
7.1,1554,Stowaway,1936,"Adventure,Family,Musical"
7.4,15219,Swing Time,1936,"Comedy,Musical,Romance"
7.1,3133,Theodora Goes Wild,1936,"Comedy,Mystery,Romance"
7.4,3283,These Three,1936,"Drama,Romance"
6.6,9725,Things to Come,1936,"Drama,Sci-Fi,War"
6.6,1605,Three Smart Girls,1936,"Comedy,Musical,Romance"
6.6,3385,The Walking Dead,1936,"Crime,Drama,Horror"
7.0,4093,Wife vs. Secretary,1936,"Comedy,Drama,Romance"
7.2,3554,Angel,1937,"Comedy,Drama,Romance"
7.7,22557,The Awful Truth,1937,"Comedy,Romance"
